House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6,Miller Turnpike,Leanne,Shaw,26,Lodger,Single,Female,Unemployed,None,None
7,Miller Turnpike,Ashleigh,Stephens,81,Head,Widowed,Female,Retired Public relations account executive,None,None
7,Miller Turnpike,Susan,Stephens,49,Daughter,Single,Female,Research scientist (medical),None,None
7,Miller Turnpike,Shirley,Coleman-Stephens,45,Daughter,Single,Female,"Scientist, research (medical)",None,None
8,Miller Turnpike,Alexandra,Henry,52,Head,Married,Female,Restaurant manager,None,Christian
8,Miller Turnpike,Dale,Henry,54,Husband,Married,Male,Chiropodist,None,Christian
8,Miller Turnpike,Shaun,Henry,10,Son,NA,Male,Student,None,NA
8,Miller Turnpike,Hayley,Henry,6,Daughter,NA,Female,Student,None,NA
9,Miller Turnpike,Sarah,Davis,35,Head,Single,Female,Unemployed,None,Christian
9,Miller Turnpike,Lydia,Davis,7,Daughter,NA,Female,Student,None,NA
9,Miller Turnpike,Leigh,Davis,3,Son,NA,Male,Child,None,NA
10,Miller Turnpike,Bethany,Davies,68,Head,Widowed,Female,Unemployed,None,None
10,Miller Turnpike,Janice,Davies,43,Daughter,Divorced,Female,"Designer, graphic",None,None
10,Miller Turnpike,Paul,Davies,38,Son,Single,Male,Location manager,None,None
11,Miller Turnpike,Charlotte,Fisher,46,Head,Single,Female,Unemployed,None,Catholic
11,Miller Turnpike,Margaret,Fisher,8,Daughter,NA,Female,Student,None,NA
11,Miller Turnpike,Albert,Fisher,4,Son,NA,Male,Child,None,NA
12,Miller Turnpike,Laura,Randall,67,Head,Divorced,Female,Unemployed,None,Christian
12,Miller Turnpike,Alexander,Randall,39,Son,Divorced,Male,Local government officer,None,None
12,Miller Turnpike,Fiona,Randall,35,Daughter,Divorced,Female,Unemployed,None,None
 ,Miller Turnpike,Paige,Perry,39,Head,Married,Female,"Nurse, learning disability",None,None
 ,Miller Turnpike,Bradley,Perry,39,Husband,Married,Male,Building services engineer,None,None
 ,Miller Turnpike,Ryan,Perry,20,Son,Single,Male,University Student,None,None
 ,Miller Turnpike,Gemma,Perry,0,Daughter,NA,Female,Child,None,NA
14,Miller Turnpike,Lee,Wells,98,Head,Married,Male,Retired Physiological scientist,None,Muslim
14,Miller Turnpike,Katy,Wells,96,Wife,Married,Female,Retired Quarry manager,None,Muslim
1,Fountain Street,Kerry,Hartley,55,Head,Married,Female,"Scientist, marine",None,None
1,Fountain Street,Barry,Hartley,57,Husband,Married,Male,Unemployed,None,None
1,Fountain Street,Gail,Hartley,24,Daughter,Single,Female,Editorial assistant,None,None
1,Fountain Street,Joan,Hartley,22,Daughter,Single,Female,University Student,None,None
1,Fountain Street,Donald,Hartley,14,Son,NA,Male,Student,None,NA
2,Fountain Street,Suzanne,Miller,62,Head,Married,Female,English as a second language teacher,None,Christian
2,Fountain Street,Max,Miller,60,Husband,Married,Male,"Scientist, research (maths)",None,Christian
2,Fountain Street,Dylan,Miller,38,Son,Single,Male,Make,None,None
2,Fountain Street,Robin,Miller,31,Son,Single,Male,"Production assistant, radio",None,Christian
2,Fountain Street,Sam,Miller,27,Son,Single,Male,"Engineer, water",None,Christian
3,Fountain Street,Pamela,Brown,41,Head,Divorced,Female,Arts development officer,None,Christian
3,Fountain Street,Jason,Brown,12,Son,NA,Male,Student,None,NA
4,Fountain Street,Jennifer,Bird,45,Head,Divorced,Female,Unemployed,None,None
4,Fountain Street,Nathan,Bird,16,Son,NA,Male,Student,None,NA
5,Fountain Street,Louise,Long,77,Head,Married,Female,"Retired Engineer, maintenance (IT)",None,Christian
5,Fountain Street,Richard,Long,80,Husband,Married,Male,Retired Exercise physiologist,None,None
6,Fountain Street,Jacqueline,Jordan,18,Head,Married,Female,Student,None,NA
6,Fountain Street,Mohammed,Jordan,23,Husband,Married,Male,Teaching laboratory technician,None,NA
7,Fountain Street,Donna,Johnson,50,Head,Single,Female,Fish farm manager,None,None
7,Fountain Street,Norman,Johnson,20,Son,Single,Male,University Student,None,None
7,Fountain Street,Richard,Johnson,17,Son,NA,Male,Student,None,NA
8,Fountain Street,Jenna,Thomas,35,Head,Married,Female,Unemployed,None,None
8,Fountain Street,Adrian,Thomas,35,Husband,Married,Male,"Research officer, political party",None,None
8,Fountain Street,Leon,Thomas,13,Son,NA,Male,Student,None,NA
9,Fountain Street,Rachel,Knight,44,Head,Divorced,Female,"Embryologist, clinical",None,None
9,Fountain Street,Carly,Knight,14,Daughter,NA,Female,Student,None,NA
10,Fountain Street,Kelly,Curtis,35,Head,Married,Female,"Secretary, company",None,Catholic
10,Fountain Street,Jonathan,Curtis,38,Husband,Married,Male,IT trainer,None,Catholic
10,Fountain Street,Teresa,Curtis,0,Daughter,NA,Female,Child,None,NA
11,Fountain Street,Alex,Wright,18,Head,Divorced,Male,Student,None,NA
11,Fountain Street,Barry,Wright,2,Son,NA,Male,Child,None,NA
11,Fountain Street,Sean,Wright,2,Son,NA,Male,Child,None,NA
12,Fountain Street,Rosie,Arnold,50,Head,Married,Female,"Designer, textile",None,None
12,Fountain Street,Steven,Arnold,52,Husband,Married,Male,"Investment banker, corporate",None,None
12,Fountain Street,Angela,Arnold,16,Daughter,NA,Female,Student,None,NA
13,Fountain Street,Ricky,Ahmed,38,Head,Single,Male,Art gallery manager,None,None
13,Fountain Street,Francis,Ahmed,40,Cousin,Single,Male,Purchasing manager,None,None
13,Fountain Street,Dean,Jones,40,Cousin,Divorced,Male,"Production assistant, radio",None,None
14,Fountain Street,Diane,Pugh,66,Head,Married,Female,"Psychologist, educational",None,Christian
14,Fountain Street,Gavin,Pugh,72,Husband,Married,Male,Retired Writer,None,Christian
15,Fountain Street,Sara,Knight,42,Head,Single,Female,Leisure centre manager,None,Methodist
15,Fountain Street,Glenn,Knight,14,Son,NA,Male,Student,None,NA
16,Fountain Street,Debra,Mellor,46,Head,Single,Female,Private music teacher,None,Catholic
16,Fountain Street,Chloe,Mellor,11,Daughter,NA,Female,Student,None,NA
17,Fountain Street,Natalie,Smith,74,Head,Married,Female,Retired Veterinary surgeon,None,None
17,Fountain Street,Ronald,Smith,74,Husband,Married,Male,"Retired Producer, radio",None,None
18,Fountain Street,Barbara,Taylor,74,Head,Widowed,Female,Retired Oncologist,None,None
19,Fountain Street,Declan,Baker,39,Head,Single,Male,Research scientist (life sciences),None,None
19,Fountain Street,Martyn,Webb,28,None,Single,Male,Dealer,None,Methodist
20,Fountain Street,Bethany,Walker,53,Head,Divorced,Female,Marketing executive,None,None
20,Fountain Street,Jemma,Walker,19,Adopted Daughter,Divorced,Female,University Student,None,None
21,Fountain Street,Lorraine,McKenzie,48,Head,Single,Female,Theatre director,None,None
21,Fountain Street,Garry,Taylor,50,Partner,Single,Male,"Engineer, site",None,None
21,Fountain Street,Josh,McKenzie,20,Son,Single,Male,University Student,None,None
21,Fountain Street,Fiona,McKenzie,16,Daughter,NA,Female,Student,None,NA
22,Fountain Street,Gary,Crawford,58,Head,Married,Male,Unemployed,None,None
22,Fountain Street,Carly,Crawford,62,Wife,Married,Female,Architectural technologist,None,None
22,Fountain Street,Daniel,Crawford,40,Son,Single,Male,Armed forces operational officer,None,None
22,Fountain Street,Eleanor,Crawford,36,Daughter,Single,Female,"Psychologist, forensic",None,None
1,Outer Neck,Lorraine,Freeman,69,Head,Widowed,Female,Retired Television camera operator,None,Muslim
2,Outer Neck,Eileen,Thomas,60,Head,Married,Female,"Therapist, horticultural",None,Christian
2,Outer Neck,Clifford,Thomas,62,Husband,Married,Male,Stage manager,None,Christian
2,Outer Neck,Jessica,Allan,8,Granddaughter,NA,Female,Student,None,NA
2,Outer Neck,Lorraine,Mason,5,Granddaughter,NA,Female,Student,None,NA
3,Outer Neck,Connor,Kemp,49,Head,Married,Male,"Therapist, horticultural",None,Christian
3,Outer Neck,Marion,Kemp,50,Wife,Married,Female,Tree surgeon,None,None
3,Outer Neck,Emily,Kemp,32,Daughter,Single,Female,"Production assistant, television",None,Christian
4,Outer Neck,Robert,Lane,46,Head,Single,Male,Health and safety inspector,None,Catholic
4,Outer Neck,Andrea,Jackson,33,None,Single,Female,"Doctor, hospital",None,None
5,Outer Neck,Roger,Holden,50,Head,Widowed,Male,Neurosurgeon,None,Methodist
5,Outer Neck,Owen,Holden,15,Son,NA,Male,Student,None,NA
6,Outer Neck,Margaret,Whittaker,69,Head,Married,Female,Unemployed,None,Methodist
6,Outer Neck,Julian,Whittaker,73,Husband,Married,Male,Retired Warehouse manager,None,None
6,Outer Neck,Jeremy,Pratt,24,Grandson,Divorced,Male,"Therapist, speech and language",None,None
6,Outer Neck,Bernard,Fraser,22,Grandson,Single,Male,University Student,None,Methodist
7,Outer Neck,Brett,Robinson,27,Head,Married,Male,IT trainer,None,Christian
7,Outer Neck,Deborah,Robinson,28,Wife,Married,Female,Furniture designer,None,Christian
8,Outer Neck,June,Quinn,49,Head,Married,Female,Electronics engineer,None,None
8,Outer Neck,Maurice,Quinn,58,Husband,Married,Male,Theatre manager,None,None
8,Outer Neck,Laura,Quinn,6,Daughter,NA,Female,Student,None,NA
9,Outer Neck,Benjamin,Harper,25,Head,Single,Male,Audiological scientist,None,Sikh
10,Outer Neck,Heather,Brown,26,Head,Single,Female,"Accountant, chartered management",None,Muslim
10,Outer Neck,Dale,Savage,30,Partner,Single,Male,Actuary,None,None
10,Outer Neck,Jeffrey,Brown,2,Son,NA,Male,Child,None,NA
11,Outer Neck,Samuel,Thomson,69,Head,Widowed,Male,Retired Secretary/administrator,None,Christian
12,Outer Neck,Beverley,Talbot,67,Head,Divorced,Female,"Scientist, product/process development",None,None
13,Outer Neck,Daniel,Gray,41,Head,Married,Male,Curator,None,Christian
13,Outer Neck,Caroline,Gray,40,Wife,Married,Female,Technical brewer,None,Christian
14,Outer Neck,Karen,Williams,22,Head,Married,Female,University Student,None,Catholic
14,Outer Neck,Richard,Williams,22,Husband,Married,Male,University Student,None,Catholic
15,Outer Neck,Valerie,Gill,60,Head,Single,Female,Health service manager,None,None
15,Outer Neck,Bradley,Thomas,62,Partner,Single,Male,"Engineer, materials",None,None
16,Outer Neck,Jean,Hayward,28,Head,Single,Female,"Exhibitions officer, museum/gallery",None,Catholic
16,Outer Neck,Michael,Hobbs,32,Partner,Single,Male,Therapeutic radiographer,None,Catholic
17,Outer Neck,Ryan,Hughes,80,Head,Married,Male,Retired Multimedia specialist,None,Christian
17,Outer Neck,Patricia,Hughes,80,Wife,Married,Female,"Retired Designer, industrial/product",None,None
18,Outer Neck,Dorothy,Wallis,46,Head,Single,Female,"Scientist, research (maths)",None,Methodist
18,Outer Neck,Elliott,Schofield,51,Partner,Single,Male,Special educational needs teacher,None,None
18,Outer Neck,Max,Butler,17,Son,NA,Male,Student,None,NA
18,Outer Neck,Ashleigh,Butler,14,Daughter,NA,Female,Student,None,NA
19,Outer Neck,Paula,Byrne,36,Head,Married,Female,Audiological scientist,None,Catholic
19,Outer Neck,Nigel,Byrne,36,Husband,Married,Male,Air cabin crew,None,Catholic
19,Outer Neck,Dale,Byrne,9,Son,NA,Male,Student,None,NA
20,Outer Neck,Max,Jackson,74,Head,Widowed,Male,Retired Medical technical officer,None,Christian
1,Kingcross Drive,Dorothy,Gregory,62,Head,Widowed,Female,Translator,None,None
2,Kingcross Drive,Elliot,Taylor,44,Head,Single,Male,Unemployed,None,Catholic
2,Kingcross Drive,Irene,Thomas,46,Partner,Single,Female,Dietitian,None,Catholic
3,Kingcross Drive,Christine,Wall,59,Head,Divorced,Female,"Surveyor, quantity",None,Christian
4,Kingcross Drive,Sandra,Anderson,104,Head,Widowed,Female,Retired Rural practice surveyor,None,Catholic
5,Kingcross Drive,Harry,Whitehead,34,Head,Married,Male,"Producer, television/film/video",None,Methodist
5,Kingcross Drive,Charlotte,Whitehead,37,Wife,Married,Female,Sub,None,None
6,Kingcross Drive,Keith,Webb,50,Head,Single,Male,Optometrist,None,Christian
7,Kingcross Drive,Barbara,Davis,100,Head,Married,Female,Retired Medical physicist,None,Catholic
7,Kingcross Drive,Gavin,Davis,106,Husband,Married,Male,Retired Lexicographer,None,Catholic
8,Kingcross Drive,Diana,Hill,55,Head,Single,Female,Contractor,None,None
8,Kingcross Drive,Edward,Green,59,Partner,Single,Male,Immunologist,None,None
9,Kingcross Drive,Bethan,Smith,28,Head,Single,Female,Make,None,Christian
9,Kingcross Drive,Tony,Ellis,26,Partner,Single,Male,Paediatric nurse,None,Christian
9,Kingcross Drive,Charlene,Smith,0,Daughter,NA,Female,Child,None,NA
10,Kingcross Drive,Donald,Gilbert,34,Head,Divorced,Male,Colour technologist,None,None
11,Kingcross Drive,William,Martin,72,Head,Widowed,Male,Retired Museum/gallery exhibitions officer,None,Muslim
12,Kingcross Drive,Trevor,Bishop,59,Head,Single,Male,Herpetologist,None,Christian
12,Kingcross Drive,Jonathan,Walker,53,None,Single,Male,Stage manager,None,None
13,Kingcross Drive,Mary,Smith,39,Head,Single,Female,Legal executive,None,Catholic
13,Kingcross Drive,Trevor,Shepherd,39,Partner,Single,Male,"Engineer, production",None,None
14,Kingcross Drive,Caroline,Newton,65,Head,Married,Female,Occupational hygienist,None,None
14,Kingcross Drive,Alexander,Newton,72,Husband,Married,Male,Retired Medical illustrator,None,None
15,Kingcross Drive,William,Wright,65,Head,Married,Male,Clinical research associate,None,Methodist
15,Kingcross Drive,Diane,Wright,63,Wife,Married,Female,Medical technical officer,None,None
16,Kingcross Drive,Marion,Warren,19,Head,Married,Female,University Student,None,None
16,Kingcross Drive,Neil,Warren,26,Husband,Married,Male,Unemployed,None,None
17,Kingcross Drive,Jill,Jones,83,Head,Widowed,Female,Retired Advice worker,None,None
18,Kingcross Drive,Georgia,Morley,85,Head,Widowed,Female,Retired Amenity horticulturist,None,Christian
19,Kingcross Drive,Stephanie,Davidson,38,Head,Married,Female,Physiotherapist,None,None
19,Kingcross Drive,Dennis,Davidson,37,Husband,Married,Male,Quarry manager,None,None
19,Kingcross Drive,Naomi,Davidson,19,Daughter,Single,Female,University Student,None,None
19,Kingcross Drive,Alexandra,Davidson,15,Daughter,NA,Female,Student,None,NA
20,Kingcross Drive,Christian,Thompson,30,Head,Single,M,Unemployed,None,None
21,Kingcross Drive,Rebecca,Matthews,73,Head,Married,Female,Retired Restaurant manager,None,Christian
21,Kingcross Drive,David,Matthews,75,Husband,Married,Male,Retired Environmental education officer,None,Christian
22,Kingcross Drive,Leslie,Harrison,34,Head,Single,Male,Plant breeder/geneticist,None,None
23,Kingcross Drive,Jayne,McCarthy,48,Head,Single,Female,Theme park manager,None,None
24,Kingcross Drive,Maurice,King,77,Head,Widowed,Male,"Retired Accountant, chartered management",None,Christian
25,Kingcross Drive,Pamela,Johnston,73,Head,Married,Female,Retired Estate manager/land agent,None,Methodist
25,Kingcross Drive,Conor,Johnston,74,Husband,Married,Male,Retired Animal technologist,None,Methodist
25,Kingcross Drive,Gavin,Mills-Johnston,3,Grandson,NA,Male,Child,None,NA
26,Kingcross Drive,Ricky,Gallagher,80,Head,Divorced,Male,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
1,Richards Mills,Barry,Gibson,28,Head,Single,Male,Ship broker,None,None
2,Richards Mills,Lynda,Ward,43,Head,Married,Female,Chartered management accountant,None,Catholic
2,Richards Mills,Michael,Ward,48,Husband,Married,Male,"Geologist, engineering",None,Catholic
2,Richards Mills,Abdul,Ward,14,Son,NA,Male,Student,None,NA
3,Richards Mills,Angela,Hayward,48,Head,Divorced,Female,Unemployed,None,None
3,Richards Mills,Stuart,Hayward,23,Son,Divorced,Male,Chief Strategy Officer,None,None
3,Richards Mills,Barry,Hayward,22,Son,Single,Male,University Student,None,Methodist
3,Richards Mills,Sharon,Hayward,20,Daughter,Single,Female,University Student,None,None
4,Richards Mills,Mandy,Hobbs,78,Head,Widowed,Female,"Retired Engineer, automotive",None,None
5,Richards Mills,Colin,Williams,48,Head,Divorced,Male,Unemployed,None,Catholic
6,Richards Mills,Sara,Smith,21,Head,Divorced,Female,University Student,None,None
7,Richards Mills,Sally,Williams,52,Head,Divorced,Female,Unemployed,None,None
7,Richards Mills,John,Williams,8,Son,NA,Male,Student,None,NA
8,Richards Mills,Emily,Mitchell,49,Head,Married,Female,"Embryologist, clinical",None,Christian
8,Richards Mills,Thomas,Mitchell,51,Husband,Married,Male,Company secretary,None,Christian
8,Richards Mills,Christine,Mitchell,15,Daughter,NA,Female,Student,None,NA
9,Richards Mills,Danielle,Hargreaves,83,Head,Widowed,Female,"Retired Accountant, chartered management",None,Christian
10,Richards Mills,Megan,Long,66,Head,Married,Female,"Accountant, chartered",None,Christian
10,Richards Mills,Thomas,Long,69,Husband,Married,Male,"Retired Geneticist, molecular",None,None
11,Richards Mills,Elaine,Dean,29,Head,Married,Female,Music tutor,None,Muslim
11,Richards Mills,Peter,Dean,31,Husband,Married,Male,"Surveyor, quantity",None,Muslim
11,Richards Mills,Jason,Dean,1,Son,NA,Male,Child,None,NA
12,Richards Mills,Frances,Williams,65,Head,Married,Female,Set designer,None,Christian
12,Richards Mills,Lawrence,Williams,63,Husband,Married,Male,Community development worker,None,Christian
13,Richards Mills,Gordon,Booth,66,Head,Married,Male,Clinical biochemist,None,None
13,Richards Mills,Rebecca,Booth,65,Wife,Married,Female,Meteorologist,None,None
14,Richards Mills,Glenn,Smith,33,Head,Divorced,Male,Optometrist,None,None
15,Richards Mills,Judith,Wilkinson,64,Head,Married,Female,Trading standards officer,None,None
15,Richards Mills,Stephen,Wilkinson,64,Husband,Married,Male,Logistics and distribution manager,None,None
16,Richards Mills,Henry,Godfrey,37,Head,Single,Male,Heritage manager,None,None
17,Richards Mills,Annette,Pollard,51,Head,Single,Female,Land,None,Christian
17,Richards Mills,Denise,Pollard,13,Daughter,NA,Female,Student,None,NA
17,Richards Mills,Amelia,Pollard,10,Daughter,NA,Female,Student,None,NA
18,Richards Mills,George,Hanson,89,Head,Widowed,Male,Retired Sports therapist,None,None
19,Richards Mills,Jayne,Brennan,28,Head,Single,Female,"Nurse, adult",None,Christian
19,Richards Mills,Hugh,Phillips,36,Partner,Single,Male,Mudlogger,None,Christian
20,Richards Mills,Rachael,Mason,52,Head,Married,Female,"Engineer, energy",None,Christian
